ID,Age,Gender,Residence.Ownership,number.of.dependants,status
11731,33,MALE,OWNED,4,BAD
11732,38,MALE,RENT,4,BAD
11733,38,MALE,RENT,4,GOOD
11734,31,MALE,PARENTS,0,GOOD
11735,32,FEMALE,RENT,0,GOOD
11736,38,FEMALE,OWNED,1,GOOD
11737,38,FEMALE,OWNED,5,GOOD
11738,44,FEMALE,RENT,3,BAD
11739,36,FEMALE,RENT,2,GOOD
11740,38,FEMALE,RENT,0,GOOD
11741,33,MALE,OWNED,1,GOOD
11742,35,MALE,OTHERS,2,BAD
11743,33,FEMALE,RENT,1,GOOD
11744,38,MALE,RENT,1,GOOD
11745,40,MALE,OWNED,5,GOOD
11746,43,MALE,RENT,5,BAD
11747,45,MALE,OWNED,3,GOOD
11748,36,FEMALE,OWNED,5,GOOD
11749,21,FEMALE,PARENTS,1,BAD
11750,41,FEMALE,RENT,3,BAD
11751,38,FEMALE,OWNED,5,GOOD
11752,26,MALE,OWNED,1,BAD
11753,22,FEMALE,PARENTS,1,GOOD
11754,25,FEMALE,OWNED,0,GOOD
11755,36,MALE,OWNED,1,GOOD
11756,30,MALE,OWNED,1,GOOD
11757,32,FEMALE,OWNED,4,GOOD
11758,36,MALE,RENT,3,GOOD
11759,37,MALE,OWNED,3,GOOD
11760,41,MALE,RENT,0,BAD
11761,36,FEMALE,OWNED,0,GOOD
11762,36,MALE,OTHERS,4,BAD
11763,32,MALE,RENT,0,BAD
11764,27,MALE,PARENTS,1,BAD
11765,42,FEMALE,RENT,1,GOOD
11766,30,FEMALE,RENT,5,BAD
11767,21,MALE,PARENTS,1,BAD
11768,34,MALE,OWNED,4,GOOD
11769,34,MALE,OWNED,4,GOOD
11770,42,MALE,OWNED,0,GOOD
11771,35,MALE,OWNED,0,GOOD
11772,40,MALE,PARENTS,4,BAD
11773,31,MALE,OWNED,0,GOOD
11774,33,MALE,OWNED,1,GOOD
11775,38,MALE,RENT,3,BAD
11776,37,FEMALE,OWNED,2,GOOD
11777,24,MALE,PARENTS,1,BAD
11778,47,FEMALE,OWNED,1,GOOD
11779,43,MALE,OWNED,0,GOOD
11780,37,FEMALE,RENT,3,BAD
11781,29,FEMALE,RENT,0,GOOD
11782,31,MALE,RENT,0,BAD
11783,30,MALE,RENT,0,BAD
11784,36,MALE,RENT,4,BAD
11785,45,MALE,OWNED,5,GOOD
11786,27,FEMALE,RENT,0,BAD
11787,41,MALE,RENT,2,GOOD
11788,30,FEMALE,RENT,5,GOOD
11789,31,MALE,OWNED,5,GOOD
11790,33,MALE,RENT,3,BAD
11791,37,FEMALE,OWNED,3,GOOD
11792,26,MALE,OTHERS,0,BAD
11793,29,FEMALE,RENT,1,GOOD
11794,29,FEMALE,OWNED,1,BAD
11795,42,FEMALE,RENT,2,GOOD
11796,26,FEMALE,OWNED,0,GOOD
11797,34,FEMALE,OWNED,5,GOOD
11798,32,MALE,RENT,5,BAD
11799,28,MALE,RENT,5,BAD
11800,32,MALE,RENT,4,BAD
11801,38,FEMALE,PARENTS,1,GOOD
11802,34,MALE,OWNED,1,GOOD
11803,32,MALE,OWNED,2,GOOD
11804,31,MALE,RENT,1,GOOD
11805,38,FEMALE,OWNED,3,BAD
11806,39,FEMALE,PARENTS,1,GOOD
11807,35,FEMALE,RENT,3,GOOD
11808,38,FEMALE,OWNED,4,BAD
11809,29,MALE,OWNED,0,GOOD
11810,30,FEMALE,RENT,4,BAD
11811,24,MALE,OTHERS,1,BAD
11812,29,MALE,OWNED,0,GOOD
11813,36,MALE,OTHERS,3,BAD
11814,33,FEMALE,OWNED,0,GOOD
11815,41,MALE,RENT,1,BAD
11816,34,MALE,OWNED,3,GOOD
11817,38,MALE,RENT,2,BAD
11818,30,MALE,RENT,3,BAD
11819,43,FEMALE,OWNED,0,GOOD
11820,28,MALE,OWNED,0,GOOD
11821,42,FEMALE,RENT,2,GOOD
11822,34,FEMALE,OWNED,0,GOOD
11823,25,MALE,RENT,0,BAD
11824,37,FEMALE,OWNED,0,GOOD
11825,34,MALE,OWNED,3,GOOD
11826,35,MALE,OWNED,4,GOOD
11827,41,MALE,OWNED,2,GOOD
11828,26,FEMALE,OWNED,0,GOOD
11829,35,MALE,RENT,2,BAD
11830,38,FEMALE,RENT,2,GOOD
11831,43,MALE,RENT,5,BAD
11832,45,MALE,OTHERS,4,GOOD
11833,35,FEMALE,RENT,2,GOOD
11834,38,FEMALE,RENT,3,BAD
11835,21,MALE,PARENTS,0,GOOD
11836,21,FEMALE,PARENTS,0,GOOD
11837,24,MALE,PARENTS,1,GOOD
11838,37,FEMALE,OWNED,5,GOOD
11839,40,FEMALE,RENT,4,BAD
11840,34,MALE,OTHERS,5,BAD
11841,49,MALE,OWNED,0,GOOD
11842,29,FEMALE,RENT,3,BAD
11843,44,FEMALE,RENT,5,BAD
11844,26,MALE,OWNED,0,GOOD
11845,36,FEMALE,RENT,1,GOOD
11846,40,MALE,OTHERS,1,BAD
11847,29,MALE,OWNED,0,GOOD
11848,38,FEMALE,OWNED,4,BAD
11849,33,FEMALE,OWNED,3,GOOD
11850,36,MALE,OTHERS,5,BAD
11851,34,FEMALE,PARENTS,1,GOOD
11852,33,FEMALE,OWNED,1,GOOD
11853,31,FEMALE,OWNED,5,GOOD
11854,28,FEMALE,OWNED,1,GOOD
11855,26,MALE,RENT,1,BAD
11856,48,MALE,OWNED,2,GOOD
11857,46,MALE,OWNED,0,GOOD
11858,36,FEMALE,OWNED,2,GOOD
11859,34,MALE,RENT,1,GOOD
11860,33,MALE,OWNED,0,GOOD
11861,41,MALE,OTHERS,5,BAD
11862,39,MALE,OWNED,4,GOOD
11863,35,MALE,OWNED,4,BAD
11864,28,MALE,OWNED,0,GOOD
11865,25,FEMALE,OWNED,1,GOOD
11866,33,MALE,OWNED,1,BAD
11867,31,MALE,RENT,1,GOOD
11868,46,FEMALE,OWNED,5,GOOD
11869,41,FEMALE,OWNED,4,GOOD
11870,32,MALE,OWNED,1,GOOD
11871,31,FEMALE,OWNED,0,GOOD
11872,49,MALE,OWNED,2,GOOD
11873,41,FEMALE,RENT,2,BAD
11874,25,MALE,PARENTS,0,BAD
11875,29,FEMALE,OWNED,1,GOOD
11876,23,MALE,OWNED,0,GOOD
11877,31,MALE,PARENTS,2,BAD
11878,42,MALE,OWNED,1,GOOD
11879,32,MALE,OWNED,5,BAD
11880,37,FEMALE,OWNED,0,GOOD
11881,40,MALE,OWNED,3,GOOD
11882,31,MALE,OTHERS,1,GOOD
11883,35,FEMALE,OWNED,4,GOOD
11884,31,MALE,OTHERS,1,GOOD
11885,26,FEMALE,OWNED,1,GOOD
11886,30,MALE,OWNED,2,GOOD
11887,35,MALE,OWNED,5,BAD
11888,30,MALE,RENT,0,GOOD
11889,41,FEMALE,RENT,1,GOOD
11890,45,MALE,RENT,1,GOOD
11891,42,MALE,OWNED,4,GOOD
11892,28,MALE,RENT,0,GOOD
11893,40,MALE,PARENTS,4,BAD
11894,37,FEMALE,OWNED,0,GOOD
11895,33,FEMALE,OWNED,0,GOOD
11896,29,FEMALE,OWNED,1,GOOD
11897,42,FEMALE,OWNED,1,GOOD
11898,28,MALE,OTHERS,1,BAD
11899,44,FEMALE,RENT,3,BAD
11900,41,MALE,OWNED,5,BAD
11901,31,FEMALE,OWNED,5,GOOD
11902,42,FEMALE,OWNED,5,GOOD
11903,47,MALE,RENT,5,BAD
11904,43,FEMALE,OWNED,1,GOOD
11905,43,MALE,OWNED,3,GOOD
11906,38,FEMALE,RENT,3,BAD
11907,24,MALE,PARENTS,0,GOOD
11908,33,MALE,RENT,4,GOOD
11909,34,FEMALE,RENT,0,GOOD
11910,37,FEMALE,RENT,0,GOOD
11911,30,FEMALE,OWNED,4,BAD
11912,51,MALE,OWNED,4,GOOD
11913,39,MALE,OWNED,3,GOOD
11914,45,MALE,OWNED,3,BAD
11915,28,MALE,OTHERS,1,GOOD
11916,40,MALE,OWNED,2,GOOD
11917,34,MALE,RENT,4,BAD
11918,44,MALE,OWNED,1,BAD
11919,43,MALE,RENT,2,BAD
11920,24,MALE,OWNED,0,GOOD
11921,36,MALE,OWNED,4,GOOD
11922,44,FEMALE,RENT,5,BAD
11923,41,FEMALE,OTHERS,5,BAD
11924,37,FEMALE,OWNED,5,GOOD
11925,46,FEMALE,OWNED,0,GOOD
11926,38,MALE,RENT,1,BAD
11927,34,MALE,RENT,2,BAD
11928,37,FEMALE,OTHERS,0,GOOD
11929,42,MALE,PARENTS,0,GOOD
11930,43,MALE,OWNED,2,BAD
11931,31,FEMALE,RENT,0,GOOD
11932,37,MALE,OWNED,4,GOOD
11933,48,FEMALE,OWNED,2,GOOD
11934,44,MALE,OWNED,4,GOOD
11935,44,MALE,OWNED,1,GOOD
11936,34,MALE,OWNED,4,GOOD
11937,28,FEMALE,OWNED,0,GOOD
11938,37,FEMALE,PARENTS,1,GOOD
11939,40,FEMALE,OWNED,4,GOOD
11940,30,MALE,RENT,1,BAD
11941,33,FEMALE,OTHERS,5,BAD
11942,26,MALE,PARENTS,1,BAD
11943,27,MALE,OWNED,1,BAD
11944,39,MALE,OWNED,4,BAD
11945,35,MALE,OWNED,4,GOOD
11946,27,FEMALE,RENT,2,BAD
11947,38,MALE,OWNED,2,GOOD
11948,44,MALE,OWNED,0,GOOD
11949,22,FEMALE,PARENTS,0,GOOD
11950,38,FEMALE,RENT,0,GOOD
11951,32,MALE,RENT,0,GOOD
11952,43,FEMALE,OWNED,4,GOOD
11953,35,MALE,RENT,2,BAD
11954,31,MALE,OTHERS,0,GOOD
11955,31,MALE,OWNED,2,GOOD
11956,35,FEMALE,RENT,1,GOOD
11957,38,MALE,OWNED,3,GOOD
11958,17,MALE,OWNED,0,GOOD
11959,38,FEMALE,OTHERS,0,GOOD
11960,28,MALE,OWNED,1,GOOD
11961,60,MALE,RENT,4,GOOD
11962,27,MALE,RENT,1,BAD
11963,45,FEMALE,OWNED,5,GOOD
11964,36,FEMALE,RENT,4,BAD
11965,45,FEMALE,RENT,1,GOOD
11966,27,MALE,RENT,1,BAD
11967,27,MALE,RENT,0,BAD
11968,27,FEMALE,RENT,0,GOOD
11969,36,MALE,OWNED,0,GOOD
11970,35,MALE,PARENTS,0,GOOD
11971,40,FEMALE,OWNED,5,GOOD
11972,48,MALE,OWNED,1,GOOD
11973,30,FEMALE,OTHERS,1,BAD
11974,38,MALE,OWNED,2,GOOD
11975,34,MALE,OWNED,2,GOOD
11976,42,MALE,OTHERS,5,BAD
11977,29,MALE,OWNED,4,GOOD
11978,33,FEMALE,RENT,4,GOOD
11979,36,FEMALE,RENT,1,GOOD
11980,47,MALE,OWNED,3,BAD
11981,38,FEMALE,OTHERS,5,GOOD
11982,31,MALE,OTHERS,4,BAD
11983,40,MALE,RENT,4,BAD
11984,34,MALE,RENT,5,BAD
11985,40,FEMALE,OWNED,0,GOOD
11986,30,FEMALE,OWNED,4,GOOD
11987,31,MALE,RENT,0,GOOD
11988,25,FEMALE,OWNED,0,GOOD
11989,48,FEMALE,OWNED,1,GOOD
11990,43,FEMALE,RENT,5,GOOD
11991,20,FEMALE,PARENTS,1,BAD
11992,22,MALE,OWNED,0,BAD
11993,39,FEMALE,RENT,4,BAD
11994,33,MALE,OWNED,5,BAD
11995,29,MALE,OTHERS,1,GOOD
11996,27,FEMALE,RENT,0,GOOD
11997,45,FEMALE,OWNED,3,GOOD
11998,37,FEMALE,OTHERS,2,GOOD
11999,30,MALE,OWNED,0,GOOD
12000,32,FEMALE,OWNED,5,GOOD
12001,36,MALE,OWNED,3,GOOD
12002,35,MALE,OWNED,4,GOOD
12003,37,MALE,OTHERS,4,BAD
12004,35,FEMALE,RENT,3,BAD
12005,34,MALE,OWNED,2,BAD
12006,30,FEMALE,OWNED,3,GOOD
12007,30,MALE,OWNED,0,GOOD
12008,33,MALE,RENT,3,BAD
12009,34,MALE,OTHERS,2,BAD
12010,41,FEMALE,OTHERS,1,GOOD
12011,22,MALE,PARENTS,1,GOOD
12012,38,FEMALE,RENT,4,BAD
12013,23,MALE,PARENTS,0,BAD
12014,34,FEMALE,PARENTS,0,GOOD
12015,36,MALE,OWNED,2,GOOD
12016,32,MALE,OWNED,4,BAD
12017,36,FEMALE,RENT,5,BAD
12018,46,FEMALE,OWNED,2,GOOD
12019,39,MALE,OTHERS,2,GOOD
12020,31,MALE,RENT,4,BAD
12021,42,MALE,RENT,0,GOOD
12022,31,MALE,OTHERS,1,GOOD
12023,25,FEMALE,PARENTS,1,GOOD
12024,30,FEMALE,OWNED,5,GOOD
12025,29,FEMALE,RENT,1,GOOD
12026,35,FEMALE,RENT,3,BAD
12027,36,FEMALE,OTHERS,3,GOOD
12028,22,MALE,RENT,0,BAD
12029,40,MALE,OWNED,2,BAD
12030,41,FEMALE,OWNED,0,GOOD
12031,42,FEMALE,PARENTS,5,BAD
12032,23,MALE,PARENTS,1,GOOD
12033,26,MALE,OWNED,0,GOOD
12034,39,MALE,OWNED,2,GOOD
12035,29,MALE,RENT,5,BAD
12036,52,MALE,OWNED,3,GOOD
12037,32,FEMALE,OWNED,3,GOOD
12038,43,MALE,OWNED,4,GOOD
12039,26,MALE,PARENTS,1,BAD
12040,26,FEMALE,OWNED,1,GOOD
12041,39,MALE,RENT,5,BAD
12042,30,FEMALE,OWNED,1,GOOD
12043,35,FEMALE,OTHERS,0,GOOD
12044,27,FEMALE,PARENTS,0,GOOD
12045,34,FEMALE,OWNED,5,GOOD
12046,39,FEMALE,OTHERS,4,GOOD
12047,32,FEMALE,RENT,5,BAD
12048,32,FEMALE,OWNED,1,GOOD
12049,34,FEMALE,OWNED,1,GOOD
12050,32,MALE,PARENTS,2,BAD
12051,40,FEMALE,OWNED,5,GOOD
12052,35,MALE,OWNED,5,GOOD
12053,35,MALE,OWNED,1,GOOD
12054,29,FEMALE,RENT,3,GOOD
12055,37,MALE,OWNED,1,GOOD
12056,34,MALE,OWNED,5,BAD
12057,24,MALE,OTHERS,0,BAD
12058,42,MALE,RENT,4,BAD
12059,28,MALE,OWNED,2,GOOD
12060,24,MALE,OWNED,2,BAD
12061,27,MALE,OWNED,0,BAD
12062,33,MALE,RENT,4,BAD
12063,39,FEMALE,OTHERS,3,GOOD
12064,31,FEMALE,RENT,0,GOOD
12065,36,MALE,RENT,1,BAD
12066,33,FEMALE,OWNED,4,GOOD
12067,33,MALE,OWNED,4,GOOD
12068,36,FEMALE,RENT,1,GOOD
12069,46,MALE,RENT,3,BAD
12070,31,MALE,OWNED,0,GOOD
12071,36,FEMALE,RENT,3,BAD
12072,37,MALE,OWNED,3,BAD
12073,29,MALE,RENT,2,BAD
12074,39,MALE,OWNED,2,GOOD
12075,32,MALE,OWNED,4,BAD
12076,35,FEMALE,OWNED,4,GOOD
12077,24,MALE,OWNED,1,GOOD
12078,33,MALE,OWNED,4,BAD
12079,36,MALE,OWNED,1,GOOD
12080,38,FEMALE,OWNED,4,GOOD
12081,46,MALE,OWNED,4,GOOD
12082,42,FEMALE,OWNED,5,GOOD
12083,34,MALE,RENT,3,BAD
12084,31,FEMALE,OWNED,4,GOOD
12085,28,MALE,RENT,1,BAD
12086,46,MALE,RENT,0,GOOD
12087,32,MALE,OWNED,5,GOOD
12088,23,FEMALE,OWNED,1,GOOD
12089,30,FEMALE,OWNED,4,GOOD
12090,39,MALE,OWNED,2,BAD
12091,39,MALE,RENT,3,BAD
12092,37,MALE,OWNED,1,GOOD
12093,33,MALE,OWNED,0,GOOD
12094,47,MALE,PARENTS,0,GOOD
12095,35,MALE,OWNED,2,BAD
12096,34,MALE,OWNED,0,GOOD
12097,31,FEMALE,OWNED,1,GOOD
12098,33,MALE,RENT,4,GOOD
12099,22,MALE,PARENTS,1,BAD
12100,34,MALE,OWNED,2,GOOD
12101,28,MALE,OWNED,0,GOOD
12102,40,MALE,RENT,4,BAD
12103,33,MALE,OWNED,3,BAD
12104,36,FEMALE,RENT,0,GOOD
12105,27,MALE,OTHERS,1,GOOD
12106,30,MALE,PARENTS,1,GOOD
12107,36,FEMALE,OWNED,0,GOOD
12108,39,MALE,RENT,0,BAD
12109,34,MALE,OWNED,2,BAD
12110,39,MALE,PARENTS,1,BAD
12111,43,MALE,RENT,2,BAD
12112,46,FEMALE,PARENTS,3,GOOD
12113,47,MALE,OWNED,2,GOOD
12114,22,FEMALE,PARENTS,0,BAD
12115,34,FEMALE,OWNED,1,GOOD
12116,48,MALE,OWNED,2,GOOD
12117,38,MALE,OWNED,1,GOOD
12118,36,MALE,RENT,5,BAD
12119,32,FEMALE,OWNED,0,GOOD
12120,38,FEMALE,OWNED,1,GOOD
12121,28,MALE,RENT,0,GOOD
12122,20,MALE,RENT,0,BAD
12123,34,MALE,RENT,5,BAD
12124,36,FEMALE,OWNED,4,GOOD
12125,28,FEMALE,OTHERS,1,GOOD
12126,36,MALE,OWNED,0,GOOD
12127,39,FEMALE,PARENTS,1,GOOD
12128,19,FEMALE,PARENTS,0,BAD
12129,29,MALE,OWNED,0,GOOD
12130,40,FEMALE,RENT,2,BAD
12131,41,MALE,OWNED,0,GOOD
12132,28,MALE,RENT,1,BAD
12133,33,FEMALE,OWNED,4,BAD
12134,39,FEMALE,OWNED,4,GOOD
12135,31,MALE,OWNED,4,BAD
12136,37,MALE,RENT,4,BAD
12137,38,MALE,RENT,1,BAD
12138,33,FEMALE,OWNED,2,GOOD
12139,41,FEMALE,OWNED,3,GOOD
12140,44,MALE,OWNED,2,GOOD
12141,36,MALE,OWNED,3,GOOD
12142,30,FEMALE,OWNED,0,GOOD
12143,32,FEMALE,OWNED,4,GOOD
12144,44,FEMALE,RENT,5,BAD
12145,31,MALE,OWNED,3,BAD
12146,35,FEMALE,OWNED,5,GOOD
12147,38,MALE,RENT,5,BAD
12148,37,FEMALE,OWNED,2,GOOD
12149,37,FEMALE,OWNED,3,GOOD
12150,43,MALE,PARENTS,4,BAD
12151,33,FEMALE,OWNED,5,BAD
12152,32,MALE,OWNED,1,GOOD
12153,36,MALE,RENT,2,GOOD
12154,58,MALE,RENT,2,GOOD
12155,32,MALE,OWNED,5,GOOD
12156,29,MALE,OWNED,3,BAD
12157,37,MALE,RENT,1,GOOD
12158,24,MALE,RENT,1,BAD
12159,46,MALE,OWNED,5,GOOD
12160,37,MALE,OWNED,4,BAD
12161,37,FEMALE,OWNED,0,GOOD
12162,32,FEMALE,OWNED,1,GOOD
12163,31,FEMALE,OWNED,2,GOOD
12164,45,MALE,OWNED,1,GOOD
12165,30,MALE,OWNED,2,GOOD
12166,40,MALE,OTHERS,4,GOOD
12167,35,MALE,RENT,2,BAD
12168,34,MALE,OWNED,0,GOOD
12169,33,FEMALE,RENT,3,GOOD
12170,37,MALE,OWNED,3,GOOD
12171,45,MALE,PARENTS,2,BAD
12172,40,FEMALE,RENT,1,GOOD
12173,42,MALE,RENT,2,BAD
12174,46,MALE,OWNED,1,GOOD
12175,35,FEMALE,OWNED,3,GOOD
12176,39,FEMALE,OWNED,0,GOOD
12177,44,FEMALE,OWNED,2,GOOD
12178,30,FEMALE,OWNED,0,GOOD
12179,47,MALE,OWNED,0,GOOD
12180,34,FEMALE,PARENTS,5,GOOD
12181,36,MALE,OWNED,4,GOOD
12182,31,FEMALE,RENT,0,GOOD
12183,37,MALE,OWNED,3,GOOD
12184,41,FEMALE,RENT,5,GOOD
12185,27,MALE,OWNED,1,BAD
12186,41,FEMALE,RENT,3,BAD
12187,45,FEMALE,OWNED,4,GOOD
12188,33,MALE,OWNED,1,BAD
12189,30,FEMALE,OWNED,0,GOOD
12190,37,MALE,OWNED,1,GOOD
12191,40,FEMALE,OWNED,4,GOOD
12192,31,MALE,PARENTS,0,GOOD
12193,49,MALE,OWNED,3,GOOD
12194,52,MALE,OWNED,0,GOOD
12195,34,FEMALE,OWNED,5,GOOD
12196,40,FEMALE,OWNED,3,GOOD
12197,30,MALE,RENT,3,BAD
12198,33,MALE,OWNED,5,BAD
12199,36,MALE,OWNED,3,GOOD
12200,32,MALE,OWNED,0,GOOD
12201,27,MALE,OTHERS,0,GOOD
12202,43,MALE,PARENTS,2,BAD
12203,32,MALE,PARENTS,5,BAD
12204,38,MALE,OWNED,4,GOOD
12205,38,FEMALE,OWNED,5,GOOD
12206,32,MALE,OWNED,5,GOOD
12207,31,MALE,OWNED,3,BAD
12208,24,MALE,OWNED,0,BAD
12209,30,MALE,RENT,4,BAD
12210,35,MALE,OWNED,5,BAD
12211,32,MALE,RENT,4,BAD
12212,22,MALE,OWNED,1,GOOD
12213,34,MALE,RENT,4,BAD
12214,27,MALE,OWNED,0,BAD
12215,32,FEMALE,RENT,5,BAD
12216,32,FEMALE,OTHERS,0,GOOD
12217,38,FEMALE,RENT,1,GOOD
12218,33,FEMALE,RENT,5,BAD
12219,35,MALE,RENT,3,BAD
12220,32,MALE,OTHERS,5,BAD
12221,39,MALE,RENT,0,GOOD
12222,44,FEMALE,PARENTS,1,GOOD
12223,30,FEMALE,OWNED,1,GOOD
12224,37,MALE,RENT,5,BAD
12225,38,FEMALE,OWNED,0,GOOD
12226,41,MALE,PARENTS,2,BAD
12227,39,MALE,PARENTS,0,GOOD
12228,26,MALE,PARENTS,1,GOOD
12229,18,MALE,PARENTS,0,BAD
12230,40,MALE,OTHERS,3,BAD
12231,29,MALE,OWNED,0,GOOD
12232,23,FEMALE,PARENTS,0,GOOD
12233,44,FEMALE,OWNED,3,GOOD
12234,36,FEMALE,PARENTS,1,GOOD
12235,39,MALE,OWNED,2,GOOD
12236,31,FEMALE,OTHERS,0,GOOD
12237,39,FEMALE,PARENTS,4,GOOD
12238,38,MALE,OWNED,4,GOOD
12239,24,MALE,OWNED,1,GOOD
12240,32,FEMALE,OWNED,0,GOOD
12241,32,MALE,OWNED,4,GOOD
12242,32,MALE,RENT,3,BAD
12243,35,MALE,OWNED,0,GOOD
12244,28,MALE,RENT,1,BAD
12245,42,FEMALE,RENT,3,BAD
12246,44,MALE,RENT,5,BAD
12247,35,MALE,OWNED,4,BAD
12248,32,FEMALE,RENT,0,GOOD
12249,35,FEMALE,PARENTS,3,GOOD
12250,32,MALE,PARENTS,0,BAD
12251,35,FEMALE,RENT,0,GOOD
12252,29,MALE,OWNED,4,GOOD
12253,45,FEMALE,OWNED,2,GOOD
12254,37,MALE,RENT,3,GOOD
12255,35,MALE,RENT,0,GOOD
12256,33,FEMALE,OWNED,2,GOOD
12257,31,MALE,PARENTS,1,GOOD
12258,37,FEMALE,OWNED,2,GOOD
12259,35,MALE,OWNED,5,GOOD
12260,29,MALE,OWNED,1,GOOD
12261,35,MALE,PARENTS,5,BAD
12262,30,FEMALE,RENT,3,GOOD
12263,46,MALE,OWNED,0,GOOD
12264,41,MALE,OWNED,2,GOOD
12265,44,FEMALE,OTHERS,1,GOOD
12266,47,MALE,OWNED,1,GOOD
12267,37,MALE,OWNED,2,GOOD
12268,40,MALE,OWNED,5,BAD
12269,49,FEMALE,RENT,5,GOOD
12270,40,MALE,RENT,0,BAD
12271,35,MALE,RENT,5,BAD
12272,42,FEMALE,OWNED,1,GOOD
12273,36,MALE,OTHERS,4,BAD
12274,45,FEMALE,RENT,1,GOOD
12275,35,MALE,OWNED,3,GOOD
12276,36,MALE,PARENTS,3,BAD
12277,31,MALE,OTHERS,4,BAD
12278,34,MALE,RENT,0,BAD
12279,39,MALE,RENT,1,BAD
12280,31,MALE,OWNED,4,GOOD
12281,32,MALE,OTHERS,2,GOOD
12282,28,MALE,OWNED,4,BAD
12283,27,FEMALE,RENT,3,GOOD
12284,39,FEMALE,OWNED,0,GOOD
12285,44,MALE,OWNED,0,GOOD
12286,34,FEMALE,RENT,3,BAD
12287,43,FEMALE,OTHERS,0,GOOD
12288,25,MALE,RENT,0,GOOD
12289,31,MALE,RENT,2,BAD
12290,36,FEMALE,OWNED,1,GOOD
12291,41,MALE,OWNED,1,GOOD
12292,31,MALE,RENT,0,BAD
12293,29,MALE,PARENTS,0,BAD
12294,32,MALE,OWNED,3,GOOD
12295,38,FEMALE,RENT,1,GOOD
12296,21,FEMALE,PARENTS,1,GOOD
12297,36,MALE,OWNED,4,GOOD
12298,36,MALE,RENT,4,BAD
12299,31,FEMALE,RENT,2,GOOD
12300,35,MALE,OWNED,5,GOOD
12301,30,FEMALE,RENT,3,GOOD
12302,21,MALE,PARENTS,0,GOOD
12303,29,MALE,OWNED,0,GOOD
12304,42,MALE,PARENTS,3,GOOD
12305,32,FEMALE,OWNED,0,GOOD
12306,31,FEMALE,OWNED,4,GOOD
12307,44,FEMALE,RENT,5,BAD
12308,38,MALE,RENT,5,BAD
12309,42,MALE,PARENTS,0,GOOD
12310,30,MALE,OTHERS,1,BAD
12311,31,MALE,RENT,3,BAD
12312,36,MALE,OWNED,0,GOOD
12313,29,FEMALE,OWNED,0,GOOD
12314,31,MALE,OTHERS,2,BAD
12315,30,MALE,OWNED,5,BAD
12316,33,MALE,PARENTS,4,GOOD
12317,26,MALE,OTHERS,5,BAD
12318,36,FEMALE,RENT,5,BAD
12319,36,FEMALE,OWNED,2,GOOD
12320,33,FEMALE,OWNED,2,GOOD
12321,46,FEMALE,OWNED,3,GOOD
12322,35,MALE,PARENTS,2,BAD
12323,35,MALE,OWNED,2,GOOD
12324,28,MALE,RENT,3,BAD
12325,37,FEMALE,OWNED,2,GOOD
12326,48,MALE,OWNED,4,GOOD
12327,34,FEMALE,OWNED,3,GOOD
12328,32,MALE,OTHERS,0,BAD
12329,39,MALE,OWNED,0,GOOD
12330,32,FEMALE,RENT,2,GOOD
12331,34,FEMALE,RENT,1,GOOD
12332,32,MALE,RENT,2,GOOD
12333,30,FEMALE,PARENTS,4,GOOD
12334,35,FEMALE,OWNED,2,GOOD
12335,34,FEMALE,RENT,1,GOOD
12336,45,FEMALE,OWNED,5,GOOD
12337,36,FEMALE,OWNED,1,GOOD
12338,47,MALE,OWNED,3,GOOD
12339,32,MALE,PARENTS,3,BAD
12340,49,MALE,OWNED,1,GOOD
12341,44,MALE,OWNED,4,GOOD
12342,23,MALE,OWNED,1,BAD
12343,43,MALE,OTHERS,1,GOOD
12344,47,MALE,OWNED,3,GOOD
12345,35,MALE,OWNED,4,GOOD
12346,33,FEMALE,RENT,0,GOOD
12347,44,FEMALE,RENT,0,GOOD
12348,38,MALE,RENT,4,BAD
12349,45,MALE,OWNED,3,GOOD
12350,39,MALE,OWNED,3,BAD
12351,37,FEMALE,PARENTS,2,BAD
12352,37,FEMALE,OWNED,5,GOOD
12353,40,MALE,RENT,0,BAD
12354,26,FEMALE,OWNED,0,GOOD
12355,41,MALE,OWNED,2,GOOD
12356,28,MALE,OWNED,1,GOOD
12357,30,MALE,OWNED,4,BAD
12358,31,MALE,OTHERS,4,BAD
12359,38,MALE,OTHERS,0,GOOD
12360,45,MALE,RENT,0,GOOD
12361,31,FEMALE,OWNED,1,GOOD
12362,30,MALE,OWNED,5,GOOD
12363,32,FEMALE,PARENTS,4,GOOD
12364,30,MALE,OWNED,4,BAD
12365,29,FEMALE,OWNED,1,GOOD
12366,40,FEMALE,OWNED,5,GOOD
12367,21,FEMALE,OWNED,3,GOOD
12368,28,MALE,RENT,1,BAD
12369,38,FEMALE,OWNED,4,GOOD
12370,31,FEMALE,OTHERS,0,GOOD
12371,38,MALE,OWNED,3,GOOD
12372,36,MALE,OWNED,3,GOOD
12373,31,MALE,PARENTS,2,GOOD
12374,26,MALE,RENT,1,GOOD
12375,36,MALE,OWNED,0,GOOD
12376,38,MALE,OWNED,3,GOOD
12377,38,MALE,OWNED,0,GOOD
12378,27,MALE,RENT,0,GOOD
12379,33,FEMALE,OWNED,4,GOOD
12380,40,MALE,RENT,1,BAD
12381,26,FEMALE,OWNED,1,GOOD
12382,32,MALE,OTHERS,5,BAD
12383,36,FEMALE,OWNED,0,GOOD
12384,32,MALE,OWNED,4,BAD
