No,usia,income,rumah,lokasi,pernikahan,jenis kelamin,status
9265,39,7.75,PARENTS,URBAN,MARRIED,MALE,BAD
9266,47,9.35,PARENTS,RURAL,SINGLE,FEMALE,GOOD
9267,33,11.43,OWNED,RURAL,MARRIED,MALE,GOOD
9268,35,4.34,OWNED,RURAL,MARRIED,FEMALE,GOOD
9269,34,4.44,OWNED,URBAN,MARRIED,MALE,BAD
9270,39,4.35,OWNED,URBAN,MARRIED,MALE,GOOD
9271,39,6.77,OWNED,URBAN,MARRIED,MALE,GOOD
9272,37,5.34,OWNED,URBAN,MARRIED,MALE,BAD
9273,45,5.29,RENT,RURAL,MARRIED,MALE,BAD
9274,40,10.04,RENT,RURAL,MARRIED,MALE,BAD
9275,41,11.33,OWNED,URBAN,MARRIED,MALE,GOOD
9276,43,5.75,OWNED,RURAL,SINGLE,FEMALE,GOOD
9277,37,3.19,OWNED,URBAN,MARRIED,FEMALE,GOOD
9278,37,9.37,OWNED,URBAN,MARRIED,FEMALE,GOOD
9279,38,5.02,OWNED,RURAL,MARRIED,MALE,BAD
9280,39,7.77,PARENTS,URBAN,MARRIED,MALE,BAD
9281,44,7.91,OWNED,URBAN,MARRIED,MALE,GOOD
9282,35,5.41,PARENTS,URBAN,SINGLE,MALE,BAD
9283,35,7.85,OWNED,URBAN,MARRIED,MALE,GOOD
9284,40,5,OWNED,URBAN,MARRIED,MALE,BAD
9285,41,3.72,OWNED,RURAL,MARRIED,FEMALE,GOOD
9286,43,8.27,RENT,URBAN,MARRIED,MALE,BAD
9287,36,5.74,RENT,RURAL,MARRIED,FEMALE,BAD
9288,48,7.1,RENT,URBAN,SINGLE,FEMALE,GOOD
9289,41,7.44,OWNED,RURAL,MARRIED,FEMALE,GOOD
9290,47,5.43,OWNED,RURAL,MARRIED,MALE,GOOD
9291,42,4.95,RENT,URBAN,MARRIED,MALE,BAD
9292,45,7.61,RENT,RURAL,MARRIED,FEMALE,BAD
9293,42,11.15,OTHERS,URBAN,MARRIED,MALE,GOOD
9294,35,10.44,OWNED,URBAN,MARRIED,MALE,GOOD
9295,33,10.34,OWNED,URBAN,MARRIED,FEMALE,GOOD
9296,40,5.71,RENT,RURAL,MARRIED,MALE,GOOD
9297,36,7.5,OWNED,URBAN,MARRIED,MALE,GOOD
9298,41,6.91,OWNED,RURAL,MARRIED,MALE,GOOD
9299,41,12.7,PARENTS,URBAN,MARRIED,MALE,GOOD
9300,43,7.76,RENT,RURAL,MARRIED,MALE,BAD
9301,41,6.72,OWNED,RURAL,SINGLE,MALE,GOOD
9302,43,6.38,OWNED,RURAL,MARRIED,MALE,GOOD
9303,44,6.69,OWNED,URBAN,MARRIED,MALE,GOOD
9304,37,7.71,OWNED,URBAN,MARRIED,FEMALE,GOOD
9305,43,10.31,OWNED,RURAL,MARRIED,MALE,GOOD
9306,45,5.12,OWNED,URBAN,MARRIED,MALE,GOOD
9307,45,8.17,OWNED,URBAN,MARRIED,MALE,GOOD
9308,41,9.94,RENT,URBAN,MARRIED,FEMALE,GOOD
9309,41,4.77,OWNED,RURAL,MARRIED,MALE,GOOD
9310,38,6.26,OWNED,URBAN,MARRIED,MALE,GOOD
9311,37,7,RENT,URBAN,MARRIED,MALE,BAD
9312,41,4.65,RENT,RURAL,MARRIED,MALE,BAD
9313,34,3.94,OWNED,URBAN,SINGLE,MALE,BAD
9314,45,15.1,OWNED,URBAN,MARRIED,MALE,GOOD
9315,42,9.85,RENT,URBAN,MARRIED,FEMALE,GOOD
9316,39,3.99,OWNED,URBAN,MARRIED,FEMALE,GOOD
9317,33,10.15,RENT,URBAN,MARRIED,MALE,BAD
9318,37,4.71,OWNED,URBAN,SINGLE,MALE,GOOD
9319,35,4.03,OWNED,RURAL,MARRIED,FEMALE,GOOD
9320,42,5.8,OWNED,URBAN,MARRIED,FEMALE,BAD
9321,43,12.07,OWNED,URBAN,MARRIED,FEMALE,GOOD
9322,40,4.8,RENT,URBAN,MARRIED,FEMALE,BAD
9323,34,11.47,OWNED,RURAL,MARRIED,MALE,GOOD
9324,45,4.44,RENT,URBAN,MARRIED,MALE,BAD
9325,39,13.67,PARENTS,URBAN,MARRIED,FEMALE,GOOD
9326,42,4.29,OWNED,RURAL,MARRIED,MALE,GOOD
9327,38,7.1,OWNED,RURAL,MARRIED,MALE,GOOD
9328,39,8.5,OWNED,URBAN,MARRIED,FEMALE,GOOD
9329,37,3.51,RENT,URBAN,MARRIED,FEMALE,GOOD
9330,40,9.39,OWNED,URBAN,MARRIED,MALE,GOOD
9331,43,7.27,RENT,RURAL,MARRIED,MALE,BAD
9332,38,4.4,OWNED,RURAL,MARRIED,FEMALE,GOOD
9333,39,8.21,OWNED,RURAL,MARRIED,MALE,GOOD
9334,42,6.33,OTHERS,RURAL,MARRIED,FEMALE,GOOD
9335,41,6.99,OWNED,RURAL,MARRIED,MALE,GOOD
9336,43,5.51,OWNED,URBAN,MARRIED,FEMALE,GOOD
9337,41,6.84,PARENTS,URBAN,MARRIED,MALE,BAD
9338,42,9.35,RENT,URBAN,MARRIED,MALE,BAD
9339,36,3.96,OTHERS,RURAL,MARRIED,MALE,BAD
9340,35,7.37,OWNED,RURAL,MARRIED,MALE,GOOD
9341,45,3.06,OWNED,RURAL,MARRIED,FEMALE,GOOD
9342,35,15.27,OWNED,URBAN,MARRIED,MALE,GOOD
9343,33,7.4,OWNED,URBAN,MARRIED,FEMALE,GOOD
9344,32,5.18,OWNED,RURAL,MARRIED,MALE,BAD
9345,41,5.05,OWNED,RURAL,MARRIED,FEMALE,GOOD
9346,40,8.74,RENT,RURAL,SINGLE,MALE,BAD
9347,36,5.67,OWNED,URBAN,MARRIED,MALE,GOOD
9348,37,7.89,RENT,URBAN,MARRIED,FEMALE,BAD
9349,34,5.61,RENT,URBAN,MARRIED,MALE,BAD
9350,34,5.08,PARENTS,URBAN,SINGLE,FEMALE,BAD
9351,40,3.9,OWNED,URBAN,MARRIED,MALE,BAD
9352,41,9.49,OTHERS,RURAL,MARRIED,MALE,GOOD
9353,36,5.32,PARENTS,URBAN,MARRIED,MALE,BAD
9354,42,6.22,OWNED,URBAN,MARRIED,MALE,GOOD
9355,38,5.1,OWNED,RURAL,MARRIED,MALE,BAD
9356,40,5.23,OWNED,URBAN,MARRIED,FEMALE,GOOD
9357,41,5.38,OWNED,RURAL,MARRIED,MALE,GOOD
9358,37,16.66,OWNED,RURAL,MARRIED,FEMALE,GOOD
9359,33,4.02,OWNED,RURAL,MARRIED,MALE,BAD
9360,37,5.31,OWNED,RURAL,MARRIED,MALE,BAD
9361,43,5.63,PARENTS,RURAL,MARRIED,FEMALE,BAD
9362,43,5.79,OWNED,RURAL,MARRIED,MALE,GOOD
9363,39,12.75,RENT,RURAL,SINGLE,FEMALE,GOOD
9364,42,5.37,OTHERS,URBAN,MARRIED,MALE,BAD
9365,45,11.87,OWNED,URBAN,MARRIED,MALE,GOOD
9366,36,6.65,OWNED,URBAN,MARRIED,FEMALE,GOOD
9367,36,9.85,PARENTS,URBAN,MARRIED,FEMALE,GOOD
9368,42,7.65,PARENTS,URBAN,MARRIED,MALE,BAD
9369,42,5.52,OWNED,URBAN,MARRIED,MALE,GOOD
9370,40,7.86,OWNED,RURAL,MARRIED,MALE,GOOD
9371,46,8.54,OWNED,URBAN,SINGLE,MALE,GOOD
9372,44,6.13,PARENTS,RURAL,MARRIED,FEMALE,GOOD
9373,39,3.6,OWNED,URBAN,MARRIED,MALE,BAD
9374,38,4.69,PARENTS,URBAN,MARRIED,MALE,BAD
9375,37,3.88,OWNED,RURAL,MARRIED,MALE,BAD
9376,38,5.67,RENT,URBAN,MARRIED,MALE,BAD
9377,36,10.05,PARENTS,URBAN,MARRIED,MALE,GOOD
9378,40,5.43,RENT,URBAN,MARRIED,FEMALE,BAD
9379,31,4.93,OWNED,RURAL,MARRIED,MALE,BAD
9380,46,8.73,RENT,RURAL,MARRIED,MALE,BAD
9381,43,6.92,OWNED,URBAN,MARRIED,FEMALE,GOOD
9382,42,8.57,OWNED,RURAL,MARRIED,FEMALE,GOOD
9383,37,5.78,RENT,URBAN,MARRIED,MALE,BAD
9384,41,17.18,OWNED,URBAN,MARRIED,MALE,GOOD
9385,44,4.26,OWNED,RURAL,MARRIED,MALE,GOOD
9386,40,4.05,OTHERS,RURAL,MARRIED,FEMALE,BAD
9387,32,5.1,RENT,URBAN,MARRIED,FEMALE,BAD
9388,37,7.6,RENT,URBAN,MARRIED,FEMALE,BAD
9389,45,7.71,OWNED,URBAN,MARRIED,MALE,GOOD
9390,35,7.63,OWNED,URBAN,MARRIED,MALE,GOOD
9391,42,3.66,RENT,RURAL,MARRIED,MALE,BAD
9392,45,5.75,OWNED,URBAN,MARRIED,MALE,GOOD
9393,40,6.96,OTHERS,URBAN,MARRIED,MALE,BAD
9394,38,4.23,OWNED,URBAN,MARRIED,MALE,GOOD
9395,35,6.09,OWNED,URBAN,MARRIED,FEMALE,GOOD
9396,47,8.52,OWNED,URBAN,MARRIED,MALE,GOOD
9397,32,9.9,OWNED,RURAL,SINGLE,MALE,GOOD
9398,46,6.94,PARENTS,URBAN,MARRIED,MALE,BAD
9399,36,10.53,PARENTS,RURAL,MARRIED,MALE,BAD
9400,38,8.4,RENT,URBAN,MARRIED,FEMALE,GOOD
9401,39,5.88,OWNED,URBAN,MARRIED,FEMALE,GOOD
9402,40,4.56,OWNED,URBAN,MARRIED,MALE,GOOD
9403,40,9.91,OWNED,URBAN,SINGLE,MALE,GOOD
9404,37,6.85,OWNED,URBAN,MARRIED,FEMALE,GOOD
9405,36,4.1,OWNED,URBAN,MARRIED,FEMALE,GOOD
9406,39,8.23,OTHERS,RURAL,MARRIED,MALE,BAD
9407,43,8.25,OWNED,URBAN,MARRIED,MALE,GOOD
9408,45,7,OWNED,RURAL,MARRIED,FEMALE,GOOD
9409,39,14.02,RENT,RURAL,SINGLE,MALE,BAD
9410,39,6.34,PARENTS,RURAL,MARRIED,MALE,BAD
9411,45,6.83,OWNED,RURAL,MARRIED,MALE,GOOD
9412,39,3.68,RENT,URBAN,MARRIED,MALE,BAD
9413,33,7.67,RENT,URBAN,MARRIED,FEMALE,BAD
9414,43,3.59,OWNED,URBAN,MARRIED,MALE,BAD
9415,40,6.6,RENT,URBAN,MARRIED,FEMALE,BAD
9416,41,6.33,OWNED,URBAN,MARRIED,MALE,GOOD
9417,43,7.47,PARENTS,URBAN,MARRIED,MALE,BAD
9418,43,4.46,OTHERS,RURAL,MARRIED,MALE,BAD
9419,39,7.03,OWNED,URBAN,MARRIED,FEMALE,GOOD
9420,42,6.43,RENT,RURAL,MARRIED,MALE,BAD
9421,34,5.6,RENT,RURAL,MARRIED,FEMALE,BAD
9422,41,12.85,OWNED,URBAN,MARRIED,MALE,GOOD
9423,43,4.33,RENT,URBAN,MARRIED,MALE,BAD
9424,44,7.06,RENT,URBAN,MARRIED,FEMALE,GOOD
9425,49,4.72,OWNED,RURAL,MARRIED,FEMALE,GOOD
9426,42,5.33,OWNED,RURAL,SINGLE,MALE,GOOD
9427,41,6.99,OWNED,RURAL,MARRIED,FEMALE,GOOD
9428,48,7.1,OWNED,RURAL,MARRIED,FEMALE,GOOD
9429,49,6.48,OTHERS,URBAN,MARRIED,MALE,GOOD
9430,47,10.28,RENT,URBAN,MARRIED,MALE,GOOD
9431,49,7.67,OWNED,RURAL,MARRIED,MALE,GOOD
9432,39,4.03,PARENTS,RURAL,MARRIED,FEMALE,BAD
9433,45,4.33,OWNED,RURAL,MARRIED,FEMALE,GOOD
9434,40,5,OWNED,URBAN,MARRIED,MALE,GOOD
9435,39,5.08,OWNED,URBAN,MARRIED,MALE,BAD
9436,37,10.32,RENT,URBAN,MARRIED,MALE,BAD
9437,38,7.61,OWNED,RURAL,MARRIED,MALE,GOOD
9438,37,5.89,OWNED,RURAL,MARRIED,FEMALE,GOOD
9439,36,4.86,OTHERS,URBAN,MARRIED,MALE,BAD
9440,37,7.45,OTHERS,URBAN,MARRIED,MALE,BAD
9441,40,9.6,PARENTS,URBAN,MARRIED,FEMALE,GOOD
9442,32,6.35,OWNED,URBAN,MARRIED,FEMALE,GOOD
9443,38,9.9,PARENTS,RURAL,MARRIED,MALE,GOOD
9444,35,7.25,RENT,URBAN,MARRIED,MALE,BAD
9445,40,6.91,OWNED,RURAL,MARRIED,MALE,GOOD
9446,29,12.02,OWNED,RURAL,SINGLE,MALE,GOOD
9447,43,4.7,OWNED,URBAN,MARRIED,FEMALE,GOOD
9448,46,4.8,RENT,RURAL,MARRIED,FEMALE,BAD
9449,39,7.41,PARENTS,URBAN,MARRIED,MALE,BAD
9450,40,5.52,RENT,URBAN,MARRIED,MALE,BAD
9451,43,4.89,OWNED,RURAL,MARRIED,FEMALE,GOOD
9452,37,7.08,OTHERS,RURAL,MARRIED,MALE,BAD
9453,45,4.07,OWNED,URBAN,MARRIED,MALE,GOOD
9454,44,6.86,RENT,URBAN,MARRIED,FEMALE,BAD
9455,34,4.92,OWNED,RURAL,MARRIED,MALE,BAD
9456,36,6.36,OWNED,RURAL,MARRIED,MALE,GOOD
9457,39,8.03,RENT,URBAN,MARRIED,FEMALE,GOOD
9458,36,6.43,RENT,URBAN,MARRIED,MALE,GOOD
9459,34,9.14,OWNED,URBAN,MARRIED,MALE,GOOD
9460,41,3.93,OWNED,URBAN,MARRIED,MALE,BAD
9461,40,5.08,OWNED,RURAL,MARRIED,FEMALE,GOOD
9462,38,3.99,OTHERS,RURAL,SINGLE,FEMALE,BAD
9463,50,7.23,OWNED,RURAL,MARRIED,MALE,GOOD
9464,42,9.34,RENT,URBAN,SINGLE,FEMALE,GOOD
9465,39,5.03,OWNED,URBAN,MARRIED,FEMALE,GOOD
9466,36,11.13,OWNED,RURAL,MARRIED,MALE,GOOD
9467,45,5.76,OTHERS,RURAL,SINGLE,FEMALE,GOOD
9468,38,10.54,OWNED,URBAN,MARRIED,FEMALE,GOOD
9469,39,11.81,PARENTS,URBAN,MARRIED,MALE,GOOD
9470,31,10.97,OTHERS,URBAN,MARRIED,FEMALE,GOOD
9471,39,8.55,OWNED,URBAN,SINGLE,MALE,GOOD
9472,43,4.96,OWNED,RURAL,MARRIED,MALE,GOOD
9473,43,5.15,OTHERS,RURAL,MARRIED,FEMALE,GOOD
9474,41,3.78,PARENTS,URBAN,MARRIED,FEMALE,BAD
9475,35,3.92,OWNED,RURAL,MARRIED,FEMALE,GOOD
9476,37,5.26,RENT,RURAL,MARRIED,MALE,BAD
9477,43,6.85,PARENTS,RURAL,SINGLE,FEMALE,GOOD
9478,40,7.47,RENT,RURAL,MARRIED,FEMALE,BAD
9479,35,4.96,OWNED,RURAL,SINGLE,MALE,GOOD
9480,40,5.23,RENT,URBAN,MARRIED,MALE,BAD
9481,36,4.32,OWNED,URBAN,SINGLE,FEMALE,GOOD
9482,47,5.55,OWNED,RURAL,MARRIED,MALE,GOOD
9483,43,6,OWNED,RURAL,MARRIED,MALE,GOOD
9484,44,6.37,RENT,URBAN,MARRIED,MALE,BAD
9485,41,9.4,PARENTS,RURAL,MARRIED,MALE,GOOD
9486,49,6.64,OWNED,RURAL,MARRIED,MALE,GOOD
9487,43,7.1,RENT,URBAN,SINGLE,FEMALE,GOOD
9488,41,5.21,OWNED,RURAL,MARRIED,MALE,GOOD
9489,42,10.62,OWNED,RURAL,MARRIED,MALE,GOOD
9490,38,6.98,RENT,RURAL,MARRIED,MALE,BAD
9491,39,6.53,OWNED,URBAN,MARRIED,FEMALE,GOOD
9492,37,6,OWNED,URBAN,MARRIED,MALE,GOOD
9493,40,4,OWNED,URBAN,MARRIED,FEMALE,GOOD
9494,41,3.68,RENT,URBAN,MARRIED,FEMALE,BAD
9495,37,9.05,OWNED,RURAL,MARRIED,FEMALE,GOOD
9496,41,5.27,OWNED,RURAL,MARRIED,MALE,GOOD
9497,41,7.98,OWNED,URBAN,MARRIED,FEMALE,GOOD
9498,39,9.64,RENT,URBAN,SINGLE,MALE,BAD
9499,37,8.29,PARENTS,URBAN,MARRIED,MALE,BAD
9500,42,5.43,OWNED,RURAL,MARRIED,MALE,GOOD
9501,34,5.87,OWNED,URBAN,MARRIED,MALE,BAD
9502,38,12.75,OWNED,URBAN,MARRIED,MALE,GOOD
9503,39,7.73,OWNED,RURAL,MARRIED,MALE,GOOD
9504,36,6.89,OWNED,RURAL,MARRIED,FEMALE,GOOD
9505,50,5.95,OWNED,URBAN,MARRIED,FEMALE,GOOD
9506,42,6.56,OWNED,RURAL,MARRIED,MALE,GOOD
9507,37,6.53,OWNED,RURAL,MARRIED,MALE,GOOD
9508,44,10.45,RENT,URBAN,SINGLE,FEMALE,GOOD
9509,40,11.73,OWNED,RURAL,MARRIED,FEMALE,GOOD
9510,35,4.94,PARENTS,RURAL,MARRIED,FEMALE,BAD
9511,40,6.68,OWNED,RURAL,MARRIED,FEMALE,GOOD
9512,35,7.83,OWNED,URBAN,MARRIED,MALE,GOOD
9513,40,4.51,RENT,URBAN,MARRIED,MALE,BAD
9514,42,3.77,OWNED,RURAL,MARRIED,MALE,BAD
9515,38,7.63,OWNED,URBAN,MARRIED,FEMALE,GOOD
9516,40,6.09,OWNED,RURAL,MARRIED,MALE,GOOD
9517,38,10.71,OWNED,URBAN,MARRIED,MALE,GOOD
9518,43,5.06,RENT,RURAL,MARRIED,MALE,BAD
9519,39,4.91,OWNED,RURAL,MARRIED,MALE,BAD
9520,40,4.42,RENT,URBAN,MARRIED,FEMALE,BAD
9521,35,7.71,OWNED,URBAN,MARRIED,FEMALE,GOOD
9522,41,6.19,RENT,URBAN,MARRIED,FEMALE,GOOD
9523,39,3.64,OWNED,RURAL,MARRIED,FEMALE,GOOD
9524,37,6.5,RENT,URBAN,MARRIED,MALE,BAD
9525,37,4.35,RENT,URBAN,MARRIED,MALE,BAD
9526,34,7.62,OWNED,RURAL,MARRIED,FEMALE,BAD
9527,34,4.42,OTHERS,URBAN,MARRIED,MALE,BAD
9528,38,8.21,OWNED,URBAN,MARRIED,FEMALE,GOOD
9529,40,7.08,OTHERS,RURAL,MARRIED,MALE,BAD
9530,35,4.53,OWNED,RURAL,MARRIED,MALE,GOOD
9531,38,6.16,OWNED,URBAN,MARRIED,MALE,GOOD
9532,38,5.2,OWNED,RURAL,MARRIED,MALE,BAD
9533,42,9.73,RENT,URBAN,MARRIED,MALE,BAD
9534,39,4.71,OTHERS,URBAN,MARRIED,MALE,BAD
9535,37,5.73,OWNED,URBAN,MARRIED,FEMALE,GOOD
9536,41,9.98,OWNED,RURAL,MARRIED,MALE,BAD
9537,32,11.27,RENT,URBAN,MARRIED,MALE,BAD
9538,47,5.93,OWNED,RURAL,MARRIED,MALE,GOOD
9539,34,7.88,OWNED,URBAN,MARRIED,FEMALE,GOOD
9540,39,5.19,PARENTS,URBAN,MARRIED,FEMALE,BAD
9541,40,3.65,OTHERS,RURAL,MARRIED,MALE,BAD
9542,41,7.52,OWNED,RURAL,MARRIED,FEMALE,GOOD
9543,34,9.36,OTHERS,RURAL,MARRIED,MALE,BAD
9544,44,5.88,OWNED,RURAL,MARRIED,MALE,GOOD
9545,41,13.54,OWNED,RURAL,MARRIED,MALE,GOOD
9546,42,6.46,RENT,URBAN,MARRIED,MALE,BAD
9547,38,12.02,RENT,RURAL,MARRIED,MALE,BAD
9548,40,8.78,OWNED,URBAN,MARRIED,FEMALE,GOOD
9549,35,5.56,OTHERS,URBAN,MARRIED,FEMALE,BAD
9550,36,5.04,OWNED,URBAN,MARRIED,MALE,BAD
9551,31,6.05,RENT,RURAL,SINGLE,FEMALE,BAD
9552,37,3.37,OWNED,URBAN,MARRIED,MALE,BAD
9553,41,7.4,RENT,URBAN,MARRIED,MALE,BAD
9554,39,5.51,OWNED,URBAN,MARRIED,FEMALE,GOOD
9555,42,7.61,OWNED,URBAN,MARRIED,FEMALE,GOOD
9556,36,7.66,RENT,URBAN,MARRIED,MALE,BAD
9557,36,5.4,OWNED,RURAL,MARRIED,FEMALE,GOOD
9558,44,8.96,OWNED,RURAL,MARRIED,MALE,GOOD
9559,36,10.3,OWNED,URBAN,MARRIED,FEMALE,GOOD
9560,45,8.78,OWNED,URBAN,MARRIED,FEMALE,GOOD
9561,35,7.41,OWNED,RURAL,MARRIED,MALE,GOOD
9562,42,4.28,PARENTS,RURAL,MARRIED,FEMALE,BAD
9563,45,6.68,RENT,URBAN,MARRIED,MALE,BAD
9564,40,13.17,OWNED,RURAL,MARRIED,FEMALE,BAD
9565,38,7.27,OWNED,URBAN,MARRIED,MALE,GOOD
9566,38,6.26,RENT,URBAN,MARRIED,FEMALE,BAD
9567,35,6.46,RENT,URBAN,MARRIED,MALE,BAD
9568,41,9.34,OWNED,URBAN,MARRIED,MALE,GOOD
9569,40,6.94,OWNED,URBAN,SINGLE,FEMALE,GOOD
9570,44,4.16,PARENTS,URBAN,MARRIED,MALE,BAD
9571,40,5.4,OWNED,RURAL,MARRIED,MALE,GOOD
9572,39,6.93,RENT,URBAN,MARRIED,MALE,BAD
9573,39,5.86,RENT,RURAL,MARRIED,FEMALE,BAD
9574,40,4.13,OWNED,URBAN,MARRIED,MALE,GOOD
9575,39,4.78,OWNED,RURAL,MARRIED,FEMALE,GOOD
9576,40,4.73,RENT,RURAL,MARRIED,MALE,BAD
9577,44,6.29,PARENTS,RURAL,SINGLE,MALE,BAD
9578,28,12.99,OWNED,RURAL,SINGLE,MALE,BAD
9579,39,6.21,OTHERS,RURAL,MARRIED,FEMALE,GOOD
9580,41,4.57,RENT,URBAN,MARRIED,FEMALE,BAD
9581,38,5.24,PARENTS,RURAL,MARRIED,FEMALE,BAD
9582,41,11.15,PARENTS,RURAL,MARRIED,MALE,GOOD
9583,45,5.45,OWNED,RURAL,MARRIED,MALE,GOOD
9584,38,5.55,PARENTS,RURAL,MARRIED,MALE,BAD
9585,33,3.31,OWNED,RURAL,MARRIED,MALE,BAD
9586,38,7.79,RENT,URBAN,MARRIED,MALE,BAD
9587,39,6.33,OWNED,URBAN,MARRIED,MALE,GOOD
9588,46,4.46,OWNED,RURAL,MARRIED,FEMALE,GOOD
9589,39,11.54,OWNED,RURAL,MARRIED,MALE,GOOD
9590,43,6.56,OWNED,RURAL,MARRIED,FEMALE,GOOD
9591,43,6.71,OWNED,RURAL,MARRIED,FEMALE,GOOD
9592,37,8.02,OTHERS,RURAL,MARRIED,FEMALE,GOOD
9593,44,6.9,RENT,RURAL,SINGLE,FEMALE,GOOD
9594,36,4.19,OWNED,URBAN,MARRIED,FEMALE,GOOD
9595,45,4.99,RENT,URBAN,MARRIED,MALE,BAD
9596,36,5.96,PARENTS,RURAL,SINGLE,MALE,BAD
9597,41,8.56,OWNED,URBAN,MARRIED,MALE,GOOD
9598,44,4.5,OWNED,URBAN,MARRIED,MALE,GOOD
9599,43,4.57,OWNED,URBAN,MARRIED,MALE,GOOD
9600,43,7.88,OWNED,RURAL,MARRIED,FEMALE,GOOD
9601,33,7.22,OTHERS,RURAL,MARRIED,MALE,BAD
9602,45,5.66,RENT,URBAN,SINGLE,FEMALE,BAD
9603,42,4.98,RENT,RURAL,MARRIED,MALE,BAD
9604,40,5.46,OWNED,URBAN,MARRIED,FEMALE,BAD
9605,45,16.31,OWNED,URBAN,MARRIED,MALE,GOOD
9606,38,5.19,OWNED,URBAN,MARRIED,FEMALE,GOOD
9607,37,19.12,PARENTS,RURAL,MARRIED,MALE,BAD
9608,35,4.76,RENT,RURAL,MARRIED,MALE,BAD
9609,31,7.27,RENT,URBAN,MARRIED,FEMALE,BAD
9610,39,19.09,RENT,RURAL,MARRIED,MALE,BAD
9611,43,11.24,RENT,RURAL,MARRIED,MALE,GOOD
9612,39,8.28,OWNED,URBAN,MARRIED,FEMALE,GOOD
9613,38,5.01,OWNED,URBAN,MARRIED,MALE,BAD
9614,33,4.69,OWNED,URBAN,MARRIED,FEMALE,GOOD
9615,41,4.35,OTHERS,URBAN,MARRIED,FEMALE,GOOD
9616,43,3.86,OWNED,RURAL,MARRIED,FEMALE,GOOD
9617,36,4.57,OTHERS,RURAL,MARRIED,MALE,BAD
9618,47,10.95,OWNED,URBAN,MARRIED,MALE,GOOD
9619,41,3.71,OWNED,URBAN,MARRIED,MALE,BAD
9620,43,3.37,OWNED,URBAN,MARRIED,MALE,BAD
9621,36,5.64,OWNED,URBAN,MARRIED,FEMALE,GOOD
9622,42,6.14,OWNED,URBAN,MARRIED,MALE,GOOD
9623,42,9.44,RENT,URBAN,MARRIED,MALE,BAD
9624,32,6.07,OWNED,RURAL,MARRIED,FEMALE,GOOD
9625,37,8.7,OWNED,URBAN,MARRIED,MALE,GOOD
9626,37,14.96,PARENTS,URBAN,MARRIED,MALE,GOOD
9627,46,4.82,OTHERS,URBAN,MARRIED,FEMALE,GOOD
9628,41,5.93,OWNED,RURAL,MARRIED,MALE,GOOD
9629,37,4.4,OWNED,RURAL,MARRIED,FEMALE,GOOD
9630,40,8.41,RENT,RURAL,MARRIED,FEMALE,GOOD
9631,44,5.71,RENT,RURAL,MARRIED,MALE,BAD
9632,46,6.17,OWNED,URBAN,MARRIED,FEMALE,GOOD
9633,39,3.44,PARENTS,URBAN,MARRIED,FEMALE,BAD
9634,41,3.49,RENT,RURAL,MARRIED,MALE,BAD
9635,48,5.53,OWNED,RURAL,MARRIED,MALE,GOOD
9636,46,8.1,PARENTS,RURAL,MARRIED,MALE,BAD
9637,36,11.43,OWNED,RURAL,MARRIED,MALE,GOOD
9638,43,4.57,OWNED,RURAL,MARRIED,MALE,GOOD
9639,27,7.36,RENT,URBAN,SINGLE,MALE,BAD
9640,34,6.36,RENT,URBAN,MARRIED,MALE,BAD
9641,44,6.16,OWNED,URBAN,MARRIED,MALE,GOOD
9642,38,4.49,OWNED,URBAN,MARRIED,FEMALE,GOOD
9643,44,3.89,PARENTS,RURAL,SINGLE,MALE,BAD
9644,45,5.69,RENT,RURAL,MARRIED,MALE,GOOD
9645,42,3.5,OWNED,RURAL,MARRIED,MALE,BAD
9646,38,3.84,OWNED,RURAL,MARRIED,FEMALE,GOOD
9647,35,4.65,OWNED,URBAN,MARRIED,MALE,GOOD
9648,42,4.56,OWNED,URBAN,MARRIED,FEMALE,GOOD
9649,33,6.21,OWNED,URBAN,MARRIED,MALE,GOOD
9650,39,5.59,OWNED,URBAN,MARRIED,MALE,GOOD
9651,39,4.02,OWNED,URBAN,MARRIED,MALE,BAD
9652,39,4.65,OWNED,URBAN,MARRIED,MALE,GOOD
9653,35,8.8,PARENTS,URBAN,MARRIED,MALE,BAD
9654,41,4.79,OWNED,URBAN,MARRIED,MALE,GOOD
9655,46,5.23,PARENTS,URBAN,MARRIED,MALE,BAD
9656,40,7.73,OWNED,URBAN,MARRIED,MALE,GOOD
9657,39,11.18,OWNED,RURAL,MARRIED,MALE,GOOD
9658,38,5.1,OWNED,URBAN,MARRIED,FEMALE,BAD
9659,38,11.01,OWNED,RURAL,MARRIED,MALE,GOOD
9660,43,8.41,OWNED,RURAL,MARRIED,FEMALE,GOOD
9661,36,4.72,OTHERS,RURAL,SINGLE,MALE,BAD
9662,35,7.89,RENT,URBAN,MARRIED,MALE,BAD
9663,40,5.34,OWNED,RURAL,MARRIED,MALE,BAD
9664,43,4.28,OWNED,URBAN,MARRIED,FEMALE,GOOD
9665,44,19.09,RENT,RURAL,MARRIED,MALE,BAD
9666,45,4.01,PARENTS,URBAN,MARRIED,MALE,BAD
9667,41,6.64,OWNED,URBAN,SINGLE,MALE,GOOD
9668,43,3.58,OWNED,URBAN,MARRIED,FEMALE,GOOD
9669,34,8.2,OWNED,URBAN,MARRIED,MALE,BAD
9670,40,12.7,RENT,URBAN,MARRIED,FEMALE,GOOD
9671,38,14.25,OWNED,URBAN,MARRIED,MALE,GOOD
